"doi","publication_date","title","journal","issn","publisher","member_id"
"10.1007/s11164-013-1087-2","2013-02-28","New applications of phosphoric acid supported on alumina (H3PO4Al2O3) as a reusable heterogeneous catalyst for preparation of 2,3-dihydroquinazoline-4(1H)-ones, 2H-indazolo[2,1-b]phthalazinetriones, and benzo[4,5]imidazo[1,2-a]pyrimidines","Res Chem Intermed","0922-6168","Springer Science + Business Media",297
"10.4161/rna.24765","2013-07","Approaches to querying bacterial genomes with transposon-insertion sequencing","RNA Biology","1547-6286","Landes Bioscience",301
"10.1002/ejic.201300629","2013-08-09","Thermally Induced Dehydrogenation of Amine-Borane Adducts and Ammonia-Borane by Group 6 Cyclopentadienyl Complexes Having Single and Triple ü¾¼Metal-Metal Bonds","Eur. J. Inorg. Chem.","1434-1948","Wiley-Blackwell",311
"10.1108/shr.2013.37212eaa.001","2013-08-02","Editorial","Strategic HR Review","1475-4398","Emerald",140
"10.5509/2013862327","2013-06-01","Beijing's Orphans? New Chinese Investors in Papua New Guinea","Pacific Affairs","0030-851X","Pacific Affairs",3465
"10.4081/itjm.2007.1.57","2013-05-03","The CONFINE (Comorbidities and Outcome iN patients with chronic heart Failure: a study in INternal mEdicine units) study: a new epidemiologic observational study on heart failure in the internal medicine departments in Italy","Ital J Med","1877-9352","PAGEPress Publications",2549
"10.7238/a.v0i13.2040","2013-11-01","Media art history/stories","Artn.","1695-5951","Fundacio per la Universitat Oberta de Catalunya",4306
"10.1002/2013eo260003","2013-06-25","Energy Secretary Focuses on Agency Agenda, Climate Change, and Fracking at Hearing","Eos","0096-3941","Wiley-Blackwell",311
"10.1007/s10596-013-9355-1","2013-06-28","Controllability and observability in two-phase porous media flow","Computational Geosciences","1420-0597","Springer Science + Business Media",297
"10.4028/www.scientific.net/amm.320.77","2013-05","Controlled Synthesis of EuF<sub>3</sub> Nanoslices via a Simple Solution Route","AMM","1662-7482","Trans Tech Publications",2457
"10.1002/jobm.201300499","2013-11-12"," Characterization and phylogeny of Isaria spp. strains (Ascomycota: Hypocreales) using ITS1-5.8S-ITS2 and elongation factor 1-alpha sequences ","Journal of Basic Microbiology","0233-111X","Wiley-Blackwell",311
"10.1111/iere.12012","2013-04-17","ILL NEVER FORGET MY FIRST CIGARETTE: A REVEALED PREFERENCE ANALYSIS OF THE HABITS AS DURABLES MODEL*","International Economic Review","0020-6598","Wiley-Blackwell",311
"10.2337/db13-0941","2013-12-02","Glycogen Synthase Kinase-3ü¾¼ Inhibition Augments Diabetic Endothelial Progenitor Cell Abundance and Functionality via Cathepsin B: A Novel Therapeutic Opportunity for Arterial Repair","Diabetes","0012-1797","American Diabetes Association",1167
"10.1088/0031-8949/2013/t152/014005","2013-01-01","Tracking changes in shell structure in neutron-rich nuclei as a function of spin","Physica Scripta","0031-8949","IOP Publishing",266
"10.1016/j.ejso.2013.01.124","2013-05","Use of acellular dermal based matrix (Strattice"") in breast reconstruction: Our experiences and lessons learnt","European Journal of Surgical Oncology (EJSO)","0748-7983","Elsevier BV",78
"10.1007/s40278-013-7294-1","2013-11","Dabigatran etexilate","Reactions Weekly","0114-9954","Springer Science + Business Media",297
"10.1136/annrheumdis-2013-eular.1801","2013-06-01","SAT0075 Prevalence of Sexual Dysfunction Among Moroccan Women with Rheumatoid Arthritis: Case-Control Study","Annals of the Rheumatic Diseases","0003-4967","BMJ",239
"10.1007/s11664-013-2737-2","2013-10-01","Theoretical Modeling of HOT HgCdTe Barrier Detectors for the Mid-Wave Infrared Range","Journal of Electronic Materials","0361-5235","Springer Science + Business Media",297
"10.4028/www.scientific.net/amm.291-294.2272","2013-02","Transformer Winding on-Line Monitoring and Diagnosis Using Current Source Method","AMM","1662-7482","Trans Tech Publications",2457
"10.1111/1753-6405.12025","2013-04","Quad bikes: tobacco on four wheels","Australian and New Zealand Journal of Public Health","1326-0200","Wiley-Blackwell",311
"10.1016/j.jsha.2013.03.022","2013-04","Paradoxical embolism resulted in acute myocardial infarction in a patient with congenital heart disease","Journal of the Saudi Heart Association","1016-7315","Elsevier BV",78
"10.1556/avet.2013.017","2013-03-24","Phylogenetic studies of H3 low pathogenic avian influenza viruses isolated from wild mallards in Poland","Acta Veterinaria Hungarica","0236-6290","Akademiai Kiado",425
"10.1016/j.diii.2013.03.016","2013-07","Mechanical occlusions: Diagnostic traps and key points of the report","Diagnostic and Interventional Imaging","2211-5684","Elsevier BV",78
"10.5704/moj.1307.002","2013-07-01","Improvised Suction Apparatus for Closure of Large Soft Tissue Deficit,English","MOJ","1985-2533","Malaysian Orthopaedic Association",3690
"10.3109/03009742.2012.745013","2013-05","Effects of 12 months of treatment with disease-modifying anti-rheumatic drugs on low and high density lipoprotein subclass distribution in patients with early rheumatoid arthritis: a pilot study","Scand J Rheumatol","0300-9742","Informa Healthcare",3197
"10.1136/neurintsurg-2013-010698","2013-06-12","Improvement of working memory after stenting for cervicocerebral artery stenosis","Journal of NeuroInterventional Surgery","1759-8478","BMJ",239
"10.1002/chin.201309147","2013-02-26","ChemInform Abstract: Regioselective Synthesis of 2-(2-Hydroxyaryl)pyridines from the Reactions of Benzynes with Pyridine N-Oxides.","ChemInform","0931-7597","Wiley-Blackwell",311
"10.1002/bio.2475","2013-01-14","Superoxide anion radical scavenging property of catecholamines","Luminescence","1522-7235","Wiley-Blackwell",311
"10.1158/1940-6207.capr-13-0104","2013-10-02","Aberrant DNA Methylation at Genes Associated with a Stem Cell-like Phenotype in Cholangiocarcinoma Tumors","Cancer Prevention Research","1940-6207","American Association for Cancer Research (AACR)",1086
"10.1525/ncm.2013.37.3.3","2013-07","Once More to Mendelssohn's Scotland: The Laws of Music, the Double Tonic, and the Sublimation of Modality","19th-Century Music","0148-2076","University of California Press",408
"10.1016/j.neucom.2013.01.031","2013-08","Boosting regression methods based on a geometric conversion approach: Using SVMs base learners","Neurocomputing","0925-2312","Elsevier BV",78
"10.1007/s15005-013-0146-y","2013-04","Welche Rolle spielen Autoimmunkrankheiten und Infektionen?","InFo Neurologie & Psychiatrie","1437-062X","Springer Science + Business Media",297
"10.1111/vop.12074","2013-06-14","Central corneal thickness measurements in normal dogs: a comparison between ultrasound pachymetry and optical coherence tomography","Veterinary Ophthalmology","1463-5216","Wiley-Blackwell",311
"10.1007/s00134-013-3006-9","2013-07-09","Increased MerTK expression in circulating innate immune cells of patients with septic shock","Intensive Care Med","0342-4642","Springer Science + Business Media",297
"10.1103/physreve.87.052406","2013-05","Structure and dynamics of interfaces between two coexisting liquid-crystalline phases","Physical Review E","1539-3755","American Physical Society (APS)",16
"10.1016/j.ijplas.2012.09.006","2013-02","Experimental and numerical investigations of yield surface, texture, and deformation mechanisms in AA5754 over low to high temperatures and strain rates","International Journal of Plasticity","0749-6419","Elsevier BV",78
"10.1016/j.sbspro.2013.04.177","2013-04","The Idea of University in the Romanian Culture: National Aspirations and European Models (18481918)","Procedia - Social and Behavioral Sciences","1877-0428","Elsevier BV",78
"10.1016/j.orgel.2013.08.005","2013-11","On the validity of unintentional doping densities extracted using MottSchottky analysis for thin film organic devices","Organic Electronics","1566-1199","Elsevier BV",78
"10.1016/j.jallcom.2012.10.074","2013-03","Enhanced luminescence of novel Y2Zr2O7:Dy3+ phosphors by Li+ co-doping","Journal of Alloys and Compounds","0925-8388","Elsevier BV",78
"10.1007/s11743-013-1435-7","2013-01-31","Mixed Micelles of Trisiloxane Based Silicone and Hydrocarbon Surfactants Systems in Aqueous Media: Dilute Aqueous Solution Phase Diagrams, Surface Tension Isotherms, Dilute Solution Viscosities, Critical Micelle Concentrations and Application of Regular Solution Theory","J Surfact Deterg","1097-3958","Springer Science + Business Media",297
"10.1111/lam.12166","2013-10-21"," Diversity of cultivable ü¾¦¼ -glycosidase-producing micro-organisms isolated from the soil of a ginseng field and their ginsenosides-hydrolysing activity ","Letters in Applied Microbiology","0266-8254","Wiley-Blackwell",311
"10.1021/om400688v","2013-08-12","Use of the ImineEnamine Equilibrium in Cooperative Ligand Design","Organometallics","0276-7333","American Chemical Society (ACS)",316
"10.1016/j.rehab.2013.07.829","2013-10","ü¾¼volution radiologique de la lordose lombaire de 78ü¾¼patients avec scoliose lombaire ou thoraco-lombaire ü¾¼volutive, avec un suivi de 25ans ü¾¼ lü¾¦¼ge adulte","Annals of Physical and Rehabilitation Medicine","1877-0657","Elsevier BV",78
"10.1016/j.jdermsci.2013.06.010","2013-11","Impact of disease severity on sleep quality in Japanese patients with atopic dermatitis","Journal of Dermatological Science","0923-1811","Elsevier BV",78
"10.1111/1440-1681.12038","2013-01-29","Comparison of the performance of HbA1c and fasting plasma glucose in identifying dysglycaemic status in Chinese high-risk subjects","Clin Exp Pharmacol Physiol","0305-1870","Wiley-Blackwell",311
"10.1103/physrevb.87.115403","2013-03","Broadband near-field radiative thermal emitter/absorber based on hyperbolic metamaterials: Direct numerical simulation by the Wiener chaos expansion method","Physical Review B","1098-0121","American Physical Society (APS)",16
"10.1016/j.steroids.2013.05.015","2013-09","Synthesis antimicrobial and antioxidant studies of new oximes of steroidal chalcones","Steroids","0039-128X","Elsevier BV",78
"10.1038/nature.2013.12663","2013-03-22","Canada puts commercialization ahead of blue-sky research","Nature","1476-4687","Nature Publishing Group",339
"10.3109/13813455.2012.755547","2013-05","Deletion of CD73 promotes dyslipidemia and intramyocellular lipid accumulation in muscle of mice","Archives of Physiology and Biochemistry","1381-3455","Informa Healthcare",3197
"10.1142/s0219720012300018","2013-04","PROGRESS IN COMPUTATIONAL STUDIES OF HOSTPATHOGEN INTERACTIONS","J. Bioinform. Comput. Biol.","0219-7200","World Scientific Pub Co Pte Lt",219
"10.4028/www.scientific.net/ssp.197.119","2013-02","Comparison of the Investigations of Photonic Crystals Using SEM and Optical Technics","SSP","1662-9779","Trans Tech Publications",2457
"10.1016/s1590-8658(13)60325-4","2013-03","P.04.21 PATIENTS WITH GLOBUS SHOW ABNORMAL OROPHARINGEAL ACID EXPOSURE","Digestive and Liver Disease","1590-8658","Elsevier BV",78
"10.1128/mbio.00933-13","2013-12-31","Prediction and Biochemical Demonstration of a Catabolic Pathway for the Osmoprotectant Proline Betaine","mBio","2150-7511","American Society for Microbiology",235
"10.1096/fj.13-243840","2013-12-05","Dopamine D3 receptor inhibits the ubiquitin-specific peptidase 48 to promote NHE3 degradation","The FASEB Journal","0892-6638","FASEB",86
"10.1016/j.ijheatmasstransfer.2013.03.086","2013-08","Evaporation/boiling heat transfer on capillary feed copper particle sintered porous wick at reduced pressure","International Journal of Heat and Mass Transfer","0017-9310","Elsevier BV",78
"10.1017/s146039691200057x","2013-04-23","Significance of serum vascular endothelial growth factor and cancer antigen 15.3 in patients with triple negative breast cancer","Journal of Radiotherapy in Practice","1460-3969","Cambridge University Press (CUP)",56
"10.1016/j.ress.2012.11.021","2013-04","Selection of security system design via games of imperfect information and multi-objective genetic algorithm","Reliability Engineering & System Safety","0951-8320","Elsevier BV",78
"10.1086/671685","2013-06","Christopher Martin . Constituting Old Age in Early Modern English Literature from Queen Elizabeth to King Lear . Massachusetts Studies in Early Modern Culture. Amherst: University of Massachusetts Press, 2012. xii + 222 pp. $27.95. ISBN: 9781558499737.","Renaissance Quarterly","0034-4338","University of Chicago Press",200
"10.1016/j.resuscitation.2012.03.042","2013-02","Letter: Is early hypothermia deleterious in comatose survivors to cardiac arrest?","Resuscitation","0300-9572","Elsevier BV",78
"10.1055/s-0033-1350153","2013-07-16","Percutaneous Management of Postoperative Bile Leaks with an Ethylene Vinyl Alcohol Copolymer (Onyx)","Fortschr Röntgenstr","1438-9029","Thieme Publishing Group",194
"10.1289/ehp.1307262","2013-11-22","Heat Waves and Health Outcomes in Alabama (USA): The Importance of Heat Wave Definition","Environ Health Perspect","0091-6765","Environmental Health Perspectives",252
"10.1007/s00277-013-1761-x","2013-04-28","Addition of clarithromycin to lenalidomide/low-dose dexamethasone was effective in a case of relapsed myeloma after long-term use of lenalidomide","Ann Hematol","0939-5555","Springer Science + Business Media",297
"10.1134/s0023158413040046","2013-07","Involvement of ü¾¶¼OH radicals in the mechanism of excitation of the uranyl ion in the chemiluminescent oxidation of U(IV) by atmospheric oxygen in aqueous solutions of perchloric acid","Kinet Catal","0023-1584","Pleiades Publishing Ltd",137
"10.1017/s0021911812002148","2013-02","Mahatma Gandhi's Hind Swaraj. Edited by J. K. Bajaj and M. D. Srinivas. Chennai, India: Center for Policy Studies. 2011. 488 pp. Rs. 500 (cloth).","The Journal of Asian Studies","0021-9118","Cambridge University Press (CUP)",56
"10.1016/s0735-1097(13)60993-6","2013-03","ASSOCIATION OF EPICARDIAL ADIPOSE TISSUE WITH PREVALENT AND INCIDENT ATRIAL FIBRILLATION IN THE GENERAL POPULATION: THE HEINZ NIXDORF RECALL STUDY","Journal of the American College of Cardiology","0735-1097","Elsevier BV",78
"10.6061/clinics/2013(10)16","2013-10-22","RETRACTION","Clinics","1807-5932","Fundacao Faculdade de Medicina",4092
